IDs,S,E,labels
7_220,1.0732,1.70865,0
7_221,1.029,1.41079,0
7_222,1.1568,3.6478,1
7_223,1.103,3.11465,0
7_224,1.04,3.69897,0
7_225,0.98401,1.03446,0
7_226,1.1577,4.03934,0
7_227,1.1033,3.4631,0
7_228,1.0398,4.02141,0
7_229,1.1303,2.03901,0
7_230,1.1303,2.03901,0
7_231,1.0807,1.43418,0
7_232,0.99303,1.22997,0
7_233,1.1113,1.92288,0
7_234,1.1176,2.04975,0
7_235,1.0335,0.847072,0
7_236,1.063,1.9621,0
7_237,1.1131,2.32968,0
7_238,1.1776,3.30606,0
7_239,1.1776,3.30606,0
7_240,1.0316,1.92553,0
7_241,1.0784,2.27299,0
7_242,1.0961,1.59402,0
7_243,0.9985,1.87711,0
7_244,1.1908,4.30425,0
7_245,1.1908,4.30425,0
7_246,1.1908,4.30425,0
7_247,1.1908,4.30425,0
7_248,1.1291,2.11236,0
7_249,1.1359,2.24783,0
7_250,1.046,0.967067,0
7_251,1.1136,2.3539,0
7_252,1.1136,2.3539,0
7_253,1.2147,4.74377,0
7_254,1.2147,4.74377,0
7_255,1.0804,2.85975,0
7_256,1.1357,3.33827,0
7_257,1.2164,5.22198,0
7_258,1.2164,5.22198,0
7_259,1.0902,3.07012,0
7_260,1.147,3.58095,0
7_261,1.0726,2.35668,0
7_262,1.0755,3.06294,0
7_263,1.131,3.56285,0
7_264,1.0597,1.07544,0
7_265,1.1234,2.49261,0
7_266,1.067,3.00492,0
7_267,1.0849,3.33784,0
7_268,1.1218,3.49027,0
7_269,1.1422,3.87839,0
7_270,1.023,3.12183,0
7_271,1.023,3.12183,0
7_272,1.0233,1.02234,0
7_273,1.0902,3.63711,0
7_274,1.0804,3.20206,0
7_275,1.0804,3.20206,0
7_276,1.0939,3.7036,0
7_277,0.99001,1.70034,0
7_278,1.1489,4.22016,0
7_279,1.1533,4.29821,0
7_280,1.1632,3.10965,0
7_281,1.1632,3.10965,0
7_282,1.1632,3.10965,0
7_283,1.1341,3.3772,0
7_284,0.98302,3.28679,0
7_285,1.1341,3.3772,0
7_286,0.98302,3.28679,0
7_287,1.1218,2.99306,0
7_288,1.1218,2.99306,0
7_289,1.1714,3.27357,0
7_290,1.032,0.27775,0
7_291,1.0897,2.38285,0
7_292,1.0973,3.58522,0
7_293,1.0976,3.97276,0
7_294,1.0616,1.67841,0
7_295,1.036,1.15025,0
7_296,1.1554,3.72988,0
7_297,1.1767,4.11726,0
7_298,1.1767,4.11726,0
7_299,1.1027,4.8212,0
7_300,1.1027,4.8212,0
7_301,1.1027,4.8212,0
7_302,1.1027,4.8212,0
7_303,1.1027,4.8212,0
7_304,1.1663,5.5795,0
7_305,1.1663,5.5795,0
7_306,1.1855,4.31075,0
7_307,1.1663,5.5795,0
7_308,1.1663,5.5795,0
7_309,1.1855,4.31075,0
7_310,1.1663,5.5795,0
7_311,1.0986,3.2741,0
7_312,1.0986,3.2741,0
7_313,1.1564,4.16235,0
7_314,1.0958,2.1696,0
7_315,1.1028,2.30248,0
7_316,1.2015,4.54499,0
7_317,0.90773,1.80418,0
7_318,0.90773,1.80418,0
7_319,0.90773,1.80418,0
7_320,1.0149,2.91177,0
7_321,1.0149,2.91177,0
7_322,1.0064,4.80534,0
7_323,1.0064,4.80534,0
7_324,1.0064,4.80534,0
7_325,1.0064,4.80534,0
7_326,1.1934,4.34233,0
7_327,1.1934,4.34233,0
7_328,1.1172,3.6744,0
7_329,1.211,4.75798,0
7_330,1.2032,5.03793,0
7_331,1.05,1.26197,0
7_332,1.1177,4.08822,0
7_333,1.2075,4.65556,0
7_334,1.2075,4.65556,0
7_335,1.2128,5.26491,0
7_336,1.046,1.44439,0
7_337,1.1886,4.60607,0
7_338,1.1886,4.60607,0
7_339,1.1059,2.26356,0
7_340,1.0663,2.19915,0
7_341,1.1775,4.4692,0
7_342,1.1775,4.4692,0
7_343,1.2028,5.00948,0
7_344,1.2028,5.00948,0
7_345,0.97811,1.69276,0
7_346,1.0652,1.01181,0
7_347,1.0652,1.01181,0
7_348,1.2119,5.44108,0
7_349,1.2119,5.44108,0
7_350,1.2172,5.54508,0
7_351,1.2172,5.54508,0
7_352,0.99031,4.90085,0
7_353,1.1473,2.86358,0
7_354,1.1033,2.75465,0
7_355,1.1557,3.02647,0
7_356,1.1108,2.90466,0
7_357,1.062,1.41651,0
7_358,0.99033,5.15444,0
7_359,1.0032,5.77823,0
7_360,0.999,5.78609,0
7_361,0.93575,2.69892,0
7_362,0.98497,5.86858,0
7_363,1.0819,0.366124,0
7_364,1.1306,3.29583,0
7_365,0.97041,3.26199,0
7_366,0.999,6.74888,0
7_367,1.2362,7.16701,0
7_368,1.2362,7.16701,0
7_369,1.2362,7.16701,0
7_370,1.2362,7.16701,0
7_371,1.0814,2.73746,0
7_372,1.0814,2.73746,0
7_373,0.999,6.74888,0
7_374,1.2362,7.16701,0
7_375,0.999,6.74888,0
7_376,1.2362,7.16701,0
7_377,0.999,6.74888,0
7_378,1.2362,7.16701,0
7_379,1.2362,7.16701,0
7_380,1.2362,7.16701,0
7_381,1.2362,7.16701,0
7_382,1.1433,3.557,0
7_383,1.038,1.23953,0
7_384,1.1251,3.52741,0
7_385,0.96456,3.43829,0
7_386,0.97628,6.05301,0
7_387,0.92902,3.12485,0
7_388,1.0024,2.99313,0
7_389,1.0024,2.99313,0
7_390,0.98384,6.81021,0
7_391,1.1139,3.38074,0
7_392,1.1376,3.86413,0
7_393,1.1783,4.0659,0
7_394,0.99663,7.44575,0
7_395,0.99663,7.44575,0
7_396,1.0325,2.9115,0
7_397,1.0325,2.9115,0
7_398,1.188,4.27215,0
7_399,1.1929,4.37963,0
7_400,1.145,4.23026,0
7_401,0.94299,2.15417,0
7_402,1.1499,4.31595,0
7_403,0.93951,2.20268,0
7_404,0.93951,2.20268,0
7_405,1.2031,4.59912,0
7_406,1.1729,4.32695,0
7_407,1.1827,4.54014,0
7_408,0.98347,4.47096,0
7_409,0.93205,3.36779,0
7_410,0.99033,4.74479,0
7_411,1.0541,1.2142,0
7_412,1.1016,2.74152,0
7_413,1.1016,2.74152,0
7_414,1.1606,4.13981,0
7_415,1.1878,4.72965,0
7_416,1.1701,4.34354,0
7_417,1.198,4.95944,0
7_418,0.97626,4.65945,0
7_419,0.939,3.94187,0
7_420,0.97161,4.36702,0
7_421,0.98245,4.91961,0
7_422,0.98577,5.03635,0
7_423,1.1971,5.16321,0
7_424,0.95357,2.5694,0
7_425,1.2027,5.26833,0
7_426,0.94903,2.57209,0
7_427,0.94903,2.57209,0
7_428,1.2077,5.40962,0
7_429,1.2134,5.51963,0
7_430,1.0495,2.91083,0
7_431,1.0495,2.91083,0
7_432,0.98857,5.54901,0
7_433,1.1637,5.70186,0
7_434,1.1637,5.70186,0
7_435,1.1637,5.70186,0
7_436,1.1637,5.70186,0
7_437,1.0746,2.45429,0
7_438,1.1637,5.70186,0
7_439,1.0746,2.45429,0
7_440,0.98944,5.69717,0
7_441,1.1291,1.06975,0
7_442,1.1291,1.06975,0
7_443,1.1291,1.06975,0
7_444,1.1291,1.06975,0
7_445,1.0668,4.62012,0
7_446,1.0668,4.62012,0
7_447,0.97147,5.32855,0
7_448,1.0668,4.62012,0
7_449,1.0668,4.62012,0
7_450,0.97729,5.63497,0
7_451,1.0308,1.05509,0
7_452,0.97413,5.74141,0
7_453,0.98335,6.02965,0
7_454,0.98436,6.06261,0
7_455,0.95836,4.84612,0
7_456,0.91845,3.81433,0
7_457,1.0141,1.12108,0
7_458,1.2217,6.91149,0
7_459,1.2217,6.91149,0
7_460,1.2217,6.91149,0
7_461,1.2217,6.91149,0
7_462,1.2217,6.91149,0
7_463,0.96386,5.78095,0
7_464,0.91551,4.31258,0
7_465,0.91551,4.31258,0
7_466,0.94205,5.26779,0
7_467,0.96237,5.79427,0
7_468,1.2335,7.22476,0
7_469,1.2335,7.22476,0
7_470,1.2335,7.22476,0
7_471,1.2335,7.22476,0
7_472,1.2335,7.22476,0
7_473,0.9711,6.21689,0
7_474,0.9383,5.53812,0
7_475,0.96913,6.31661,0
7_476,0.97334,6.49448,0
7_477,1.0953,2.44592,0
7_478,1.0953,2.44592,0
7_479,0.96891,6.4578,0
7_480,0.97415,6.78715,0
7_481,0.97278,6.59464,0
7_482,0.96955,6.66403,0
7_483,1.0488,4.63672,0
7_484,0.9524,4.24597,0
7_485,1.0205,1.9075,0
7_486,1.0205,1.9075,0
7_487,1.0881,4.70909,0
7_488,1.0881,4.70909,0
7_489,1.0881,4.70909,0
7_490,1.0881,4.70909,0
7_491,0.98056,7.18416,0
7_492,0.98056,7.18416,0
7_493,1.0489,0.98806,0
7_494,0.97598,7.1617,0
7_495,0.97861,7.26449,0
7_496,1.018,0.268603,0
7_497,1.0488,4.89593,0
7_498,0.94464,5.21656,0
7_499,0.97631,2.13786,0
7_500,0.94351,5.38333,0
7_501,0.95555,5.3638,0
7_502,0.95555,5.3638,0
7_503,1.0676,5.68936,0
7_504,1.0625,5.71131,0
7_505,1.0372,2.20157,0
7_506,1.0239,0.430589,0
7_507,1.0225,2.68948,0
7_508,1.0447,5.80621,0
7_509,1.0368,2.59043,0
7_510,0.96734,6.04326,0
7_511,0.949,6.76426,0
7_512,0.94749,6.89726,0
7_513,0.94811,6.9924,0
7_514,0.97748,2.22017,0
7_515,0.97748,2.22017,0
7_516,0.97748,2.22017,0
7_517,1.0654,2.40314,0
7_518,1.0654,2.40314,0
7_519,0.9663,6.48842,0
7_520,1.1918,1.90789,0
7_521,1.1918,1.90789,0
7_522,1.0646,6.89844,0
7_523,1.016,2.87964,0
7_524,0.94482,7.30636,0
7_525,1.0646,6.89844,0
7_526,1.1918,1.90789,0
7_527,1.1918,1.90789,0
7_528,1.1918,1.90789,0
7_529,1.1918,1.90789,0
7_530,1.0646,6.89844,0
7_531,1.0646,6.89844,0
7_532,0.94481,7.3877,0
7_533,0.96942,2.57095,0
7_534,0.95986,7.20556,0
7_535,0.95518,7.41573,0
7_536,1.0695,4.69771,0
7_537,0.9588,7.39422,0
7_538,0.95354,7.74807,0
7_539,1.0347,5.92697,0
7_540,0.95267,7.92752,0
7_541,0.95854,7.9893,0
7_542,0.95017,8.46194,0
7_543,0.95017,8.46194,0
7_544,0.95017,8.46194,0
7_545,1.046,6.94431,0
7_546,0.95546,8.42859,0
7_547,0.98983,2.08313,0
7_548,0.956,8.57186,0
7_549,0.956,8.57186,0
7_550,0.95564,8.63543,0
7_551,0.9553,8.65804,0
7_552,1.0695,4.96064,0
7_553,0.98475,0.388448,0
7_554,1.0638,7.75045,0
7_555,1.0638,7.75045,0
7_556,1.0906,5.82926,0
7_557,1.0853,5.85596,0
7_558,1.0406,2.63502,0
7_559,1.066,5.95237,0
7_560,0.99421,2.27061,0
7_561,0.99247,2.34453,0
7_562,0.99247,2.34453,0
7_563,0.97475,2.73627,0
7_564,1.0438,4.01229,0
7_565,1.0535,4.33816,0
7_566,1.0888,2.29326,0
7_567,1.0888,2.29326,0
7_568,1.0338,2.83164,0
7_569,0.98412,3.38445,0
7_570,1.0883,7.14003,0
7_571,1.0883,7.14003,0
7_572,1.0883,7.14003,0
7_573,1.0883,7.14003,0
7_574,1.0355,4.22774,0
7_575,0.9829,2.52261,0
7_576,1.0286,3.81624,0
7_577,1.0566,0.858189,0
7_578,1.0566,0.858189,0
7_579,1.0444,4.52705,0
7_580,1.0489,4.66957,0
7_581,1.0555,6.04614,1
7_582,1.0685,7.17813,0
7_583,1.0744,0.816605,0
7_584,1.0059,2.58521,0
7_585,1.0059,2.58521,0
7_586,1.0059,2.58521,0
7_587,1.0883,8.06233,0
7_588,1.0542,5.27568,0
7_589,1.0883,8.06233,0
7_590,1.0652,1.00648,0
7_591,1.0652,1.00648,0
7_592,1.0554,5.44684,0
7_593,0.98908,2.66303,0
7_594,1.0651,4.01323,0
7_595,1.0322,4.97322,0
7_596,1.076,4.36316,0
7_597,1.0407,5.34458,0
7_598,0.96052,3.11828,0
7_599,0.99941,3.34036,0
7_600,1.0353,5.41871,0
7_601,1.0148,4.29127,0
7_602,1.0866,1.69507,0
7_603,1.0866,1.69507,0
7_604,1.0866,1.69507,0
7_605,1.0565,4.24037,0
7_606,1.0167,1.33848,0
7_607,1.0487,3.77954,0
7_608,1.0167,1.33848,0
7_609,1.0495,5.82284,0
7_610,1.051,5.86559,0
7_611,0.95788,3.71673,0
7_612,0.95788,3.71673,0
7_613,1.0665,4.55828,0
7_614,1.0715,4.71266,0
7_615,0.9923,4.7476,0
7_616,1.0242,5.49509,0
7_617,1.0225,5.51222,0
7_618,1.035,6.02983,0
7_619,1.1044,1.87381,0
7_620,1.104,2.02634,0
7_621,0.98744,5.11893,0
7_622,1.0325,6.13975,0
7_623,1.0778,5.36158,0
7_624,1.0385,6.36647,0
7_625,1.1109,1.96488,0
7_626,1.0331,6.3061,0
7_627,1.0792,5.54336,0
7_628,0.96037,1.51345,1
7_629,0.96037,1.51345,0
7_630,1.0089,3.36514,0
7_631,1.0406,6.72935,0
7_632,1.1117,2.44663,0
7_633,1.1117,2.44663,0
7_634,1.0387,6.44298,0
7_635,1.0344,6.56537,0
7_636,1.054,5.02144,0
7_637,1.05,7.22954,0
7_638,1.05,7.22954,0
7_639,1.0636,5.42279,0
7_640,1.0441,7.19207,0
7_641,0.9746,3.02834,0
7_642,1.0478,7.32692,0
7_643,1.0004,4.61192,0
7_644,1.0347,4.25706,0
7_645,1.057,5.48003,0
7_646,1.0736,5.9396,0
7_647,1.0403,0.109389,0
7_648,1.0751,5.9869,0
7_649,0.99924,4.83025,0
7_650,0.97219,3.66344,0
7_651,0.97219,3.66344,0
7_652,1.0165,4.68985,0
7_653,1.0165,4.68985,0
7_654,0.96271,0.685887,0
7_655,0.96271,0.685887,0
7_656,1.0096,4.71992,0
7_657,1.046,5.57454,0
7_658,1.0441,5.59314,0
7_659,1.1336,1.35437,0
7_660,1.1336,1.35437,0
7_661,1.1336,1.35437,0
7_662,1.1336,1.35437,0
7_663,1.0582,6.155,0
7_664,1.0043,5.13701,0
7_665,1.0345,5.46507,0
7_666,1.0555,6.26927,0
7_667,1.0623,6.51873,0
7_668,1.0107,6.55779,0
7_669,1.0088,6.74505,0
7_670,1.0565,6.44707,0
7_671,1.0287,3.2183,0
7_672,1.0341,6.04014,0
7_673,1.01,6.86285,0
7_674,1.006,7.29489,0
7_675,1.0062,7.40111,0
7_676,1.065,6.9139,0
7_677,1.0628,6.58605,0
7_678,1.058,6.73088,0
7_679,1.0263,7.0837,0
7_680,1.0204,7.39153,0
7_681,1.0756,7.46223,0
7_682,1.0756,7.46223,0
7_683,1.0253,7.34189,0
7_684,1.0189,7.84054,0
7_685,1.0692,7.41738,0
7_686,1.0181,8.08297,0
7_687,1.0734,7.56728,0
7_688,0.99006,2.96392,0
7_689,0.99006,2.96392,0
7_690,0.99006,2.96392,0
7_691,0.99006,2.96392,0
7_692,1.0263,8.13371,0
7_693,1.0201,4.56304,0
7_694,1.0158,8.79301,0
7_695,1.0158,8.79301,0
7_696,1.0158,8.79301,0
7_697,1.019,4.80233,0
7_698,1.0229,8.73605,0
7_699,1.1529,2.41577,0
7_700,1.1529,2.41577,0
7_701,1.1529,2.41577,0
7_702,1.024,8.92175,0
7_703,1.1529,2.41577,0
7_704,1.1529,2.41577,0
7_705,1.1529,2.41577,0
7_706,1.1529,2.41577,0
7_707,1.1529,2.41577,0
7_708,1.024,8.92175,0
7_709,1.1529,2.41577,0
7_710,1.1529,2.41577,0
7_711,1.0236,9.00781,0
7_712,1.0232,9.03987,0
7_713,1.0383,4.62047,0
7_714,1.0383,4.62047,0
7_715,0.98915,0.64108,0
7_716,1.1774,2.63143,0
7_717,1.1774,2.63143,0
7_718,1.059,5.43578,0
7_719,1.1773,2.82723,0
7_720,1.1773,2.82723,0
7_721,1.0332,6.67985,0
7_722,1.0312,6.89051,0
7_723,1.0589,6.06489,0
7_724,1.1864,2.7467,0
7_725,1.1864,2.7467,0
7_726,1.1864,2.7467,0
7_727,1.1864,2.7467,0
7_728,1.0326,7.01836,0
7_729,1.0284,7.501,1
7_730,1.0287,7.61821,0
7_731,1.1889,3.36587,0
7_732,1.1889,3.36587,0
7_733,1.1889,3.36587,0
7_734,1.1889,3.36587,0
7_735,1.1889,3.36587,0
7_736,1.0508,7.24878,0
7_737,1.0445,7.59787,0
7_738,0.99645,0.640431,0
7_739,1.0922,0.79501,0
7_740,1.0922,0.79501,0
7_741,1.0922,0.79501,0
7_742,1.0922,0.79501,0
7_743,1.0498,7.53746,0
7_744,0.96684,0.478526,0
7_745,0.96636,2.89621,0
7_746,1.043,8.09802,0
7_747,1.0423,8.36814,0
7_748,0.99592,1.46829,0
7_749,0.99592,1.46829,0
7_750,0.99592,1.46829,0
7_751,0.99592,1.46829,0
7_752,0.99592,1.46829,0
7_753,0.99592,1.46829,0
7_754,1.0515,8.41708,0
7_755,1.0401,9.15491,0
7_756,1.0401,9.15491,0
7_757,1.0401,9.15491,0
7_758,0.96242,0.653052,0
7_759,1.048,9.09107,0
7_760,1.0493,9.29609,0
7_761,1.0493,9.29609,0
7_762,1.049,9.39205,0
7_763,1.0485,9.42819,0
7_764,0.9624,3.06878,0
7_765,0.98298,3.86409,0
7_766,0.97828,3.91627,0
7_767,1.0152,1.73237,0
7_768,0.95723,4.02594,0
7_769,1.0043,1.46225,0
7_770,1.0043,1.46225,0
7_771,1.0195,0.87798,0
7_772,1.0195,0.87798,0
7_773,1.0195,0.87798,0
7_774,1.0142,2.19002,0
7_775,0.97557,5.06076,0
7_776,0.97557,5.06076,0
7_777,0.97557,5.06076,0
7_778,0.97557,5.06076,0
7_779,0.94377,3.96077,0
7_780,1.0253,1.7003,0
7_781,0.95378,5.10577,0
7_782,1.0245,2.1735,0
7_783,0.97093,5.87246,0
7_784,0.97093,5.87246,0
7_785,0.96339,0.494164,0
7_786,0.96846,0.624712,0
7_787,1.0046,1.0587,0
7_788,1.0046,1.0587,0
7_789,1.1677,1.45496,0
7_790,1.1677,1.45496,0
7_791,1.0606,0.457873,0
7_792,1.1677,1.45496,0
7_793,1.1677,1.45496,0
7_794,1.1677,1.45496,0
7_795,1.1677,1.45496,0
7_796,1.1677,1.45496,0
7_797,0.99973,1.24152,0
7_798,0.99973,1.24152,0
7_799,1.0702,2.22053,0
7_800,1.0702,2.22053,0
7_801,1.0702,2.22053,0
7_802,1.0702,2.22053,0
7_803,1.0702,2.22053,0
7_804,1.0702,2.22053,0
7_805,1.0702,2.22053,0
7_806,1.0702,2.22053,0
7_807,1.0702,2.22053,0
7_808,0.95733,0.957813,0
7_809,0.97641,1.21146,0
7_810,0.94546,0.826454,0
7_811,0.92797,1.06212,0
7_812,1.0771,1.31057,0
7_813,1.0771,1.31057,0
7_814,1.0771,1.31057,0
7_815,1.0771,1.31057,0
7_816,1.0771,1.31057,0
7_817,1.0771,1.31057,0
7_818,1.0771,1.31057,0
7_819,1.0771,1.31057,0
7_820,1.0771,1.31057,0
7_821,1.0771,1.31057,0
7_822,1.0771,1.31057,0
7_823,1.0771,1.31057,0
7_824,1.0771,1.31057,0
7_825,0.92109,1.53916,0
7_826,0.95742,1.43715,0
7_827,0.95946,1.52119,0
7_828,1.0472,1.82501,0
7_829,0.92069,1.08334,0
7_830,1.1005,1.38988,0
7_831,1.0999,1.58084,0
7_832,1.0603,2.22102,0
7_833,1.0423,1.85116,0
7_834,1.1089,1.46123,0
7_835,1.0464,2.35731,0
7_836,1.067,2.70248,0
7_837,1.0725,2.77264,0
7_838,1.0574,2.68195,0
7_839,1.11,2.04526,0
7_840,1.11,2.04526,0
7_841,1.0533,2.81416,0
7_842,0.92272,2.7572,0
7_843,0.9979,1.06308,0
7_844,0.9979,1.06308,0
7_845,1.0347,1.96809,0
7_846,0.92272,2.7572,0
7_847,0.92272,2.7572,0
7_848,0.92272,2.7572,0
7_849,1.0974,2.27839,0
7_850,1.0974,2.27839,0
7_851,1.0974,2.27839,0
7_852,1.062,2.97562,0
7_853,1.0974,2.27839,0
7_854,1.0974,2.27839,0
7_855,1.0083,1.10552,0
7_856,1.0083,1.10552,0
7_857,0.93029,0.745223,0
7_858,1.0653,2.72266,0
7_859,1.0711,2.91318,0
7_860,0.92618,0.932547,0
7_861,1.066,3.00159,0
7_862,0.94721,2.69911,0
7_863,1.0351,2.9717,0
7_864,0.94066,3.13342,0
7_865,1.0357,3.13362,0
7_866,1.1247,2.39924,0
7_867,1.1247,2.39924,0
7_868,1.1242,2.61835,0
7_869,1.1242,2.61835,0
7_870,0.85388,1.08093,0
7_871,0.937,3.77378,0
7_872,0.937,3.77378,0
7_873,1.1345,2.49421,0
7_874,1.1345,2.49421,0
7_875,1.1345,2.49421,0
7_876,1.022,2.4742,0
7_877,1.0664,4.40778,0
7_878,1.1365,3.17011,0
7_879,1.0664,4.40778,0
7_880,1.1365,3.17011,0
7_881,1.0664,4.40778,0
7_882,1.0664,4.40778,0
7_883,1.0664,4.40778,0
7_884,1.1365,3.17011,0
7_885,1.0664,4.40778,0
7_886,1.0664,4.40778,0
7_887,1.1365,3.17011,0
7_888,1.0664,4.40778,0
7_889,1.1365,3.17011,0
7_890,1.0664,4.40778,0
7_891,1.1553,2.78508,0
7_892,1.1553,2.78508,0
7_893,1.1553,2.78508,0
7_894,1.1553,2.78508,0
7_895,1.1553,2.78508,0
7_896,1.1553,2.78508,0
7_897,1.1553,2.78508,0
7_898,1.1553,2.78508,0
7_899,1.1553,2.78508,0
7_900,1.1553,2.78508,0
7_901,1.1553,2.78508,0
7_902,1.1553,2.78508,0
7_903,1.1553,2.78508,0
7_904,1.1553,2.78508,0
7_905,1.1553,2.78508,0
7_906,1.1553,2.78508,0
7_907,1.1553,2.78508,0
7_908,1.1553,2.78508,0
7_909,1.1553,2.78508,0
7_910,1.1553,2.78508,0
7_911,1.1553,2.78508,0
7_912,1.1553,2.78508,0
7_913,1.1553,2.78508,0
7_914,1.1553,2.78508,0
7_915,1.1553,2.78508,0
7_916,1.0175,2.7253,0
7_917,1.0525,3.93276,0
7_918,0.99673,1.34623,0
7_919,0.99673,1.34623,0
7_920,0.94371,2.50404,0
7_921,0.9472,2.58422,0
7_922,1.0508,4.22602,0
7_923,0.97694,1.36337,0
7_924,0.97694,1.36337,0
7_925,1.1663,2.6157,0
7_926,1.0605,4.4743,0
7_927,0.88199,2.02723,0
7_928,1.0655,4.66638,0
7_929,0.91609,0.905473,0
7_930,1.1661,2.86049,0
7_931,1.0202,1.56067,0
7_932,1.0202,1.56067,0
7_933,1.037,4.38246,0
7_934,1.1778,2.7192,1
7_935,1.1694,3.34778,0
7_936,0.87622,2.28391,0
7_937,1.1691,3.60638,0
7_938,0.83568,1.39495,0
7_939,1.0651,5.37377,0
7_940,1.0651,5.37377,0
7_941,1.0651,5.37377,0
7_942,0.84063,1.32885,0
7_943,1.1812,3.4752,0
7_944,1.1812,3.4752,0
7_945,0.98794,1.59552,0
7_946,0.98794,1.59552,0
7_947,0.83748,1.38043,0
7_948,1.0017,1.8332,0
7_949,1.0017,1.8332,0
7_950,1.1848,4.28055,0
7_951,0.94745,1.66352,0
7_952,0.91269,1.31961,0
7_953,0.95905,1.93428,0
7_954,0.90845,1.34604,0
7_955,0.89979,1.06942,0
7_956,1.1281,2.05687,0
7_957,1.1281,2.05687,0
7_958,0.95584,2.19583,0
7_959,0.95774,2.24177,0
7_960,0.92696,1.95909,0
7_961,0.99637,0.0397506,0
7_962,1.1224,2.08128,0
7_963,1.1224,2.08128,0
7_964,1.1224,2.08128,0
7_965,1.1224,2.08128,0
7_966,1.1487,2.55397,0
7_967,1.1487,2.55397,0
7_968,1.1303,2.70363,0
7_969,1.1303,2.70363,0
7_970,0.92168,1.96871,0
7_971,0.89009,1.26515,0
7_972,0.88763,1.35201,0
7_973,0.83646,1.54917,0
7_974,0.91662,2.15821,0
7_975,0.86674,2.9232,0
7_976,1.1618,3.18463,0
7_977,1.1618,3.18463,0
7_978,1.1692,3.28292,0
7_979,1.1692,3.28292,0
7_980,1.1473,3.13383,0
7_981,1.1473,3.13383,0
7_982,1.1105,1.99979,0
7_983,1.1105,1.99979,0
7_984,1.1105,1.99979,0
7_985,0.85312,3.09996,0
7_986,1.1105,1.99979,0
7_987,0.99019,0.295306,0
7_988,0.85032,3.1139,0
7_989,1.1421,3.30205,0
7_990,1.1421,3.30205,0
7_991,0.98902,0.394999,0
7_992,1.1552,3.5264,0
7_993,1.1552,3.5264,0
7_994,0.89582,3.86024,0
7_995,0.89582,3.86024,0
7_996,0.90192,4.03113,0
7_997,0.89071,3.85316,0
7_998,0.93921,2.27591,0
7_999,0.94444,2.92956,0
7_1000,0.89804,4.32168,0
7_1001,1.1594,3.13865,0
7_1002,1.1594,3.13865,0
7_1003,0.93953,3.09656,0
7_1004,1.1689,3.40323,0
7_1005,1.1689,3.40323,0
7_1006,1.1689,3.40323,0
7_1007,1.1689,3.40323,0
7_1008,0.82119,1.62054,0
7_1009,1.1645,3.53305,0
7_1010,1.1645,3.53305,0
7_1011,1.1645,3.53305,0
7_1012,1.1645,3.53305,0
7_1013,0.90319,4.3906,0
7_1014,0.90269,3.65478,0
7_1015,0.81494,1.89114,0
7_1016,0.91185,5.10276,0
7_1017,0.93106,2.8907,0
7_1018,1.1201,3.40215,0
7_1019,1.1201,3.40215,0
7_1020,0.93252,3.15855,0
7_1021,0.91937,5.34442,0
7_1022,0.91937,5.34442,0
7_1023,1.1215,3.62985,0
7_1024,1.1215,3.62985,0
7_1025,1.1215,3.62985,0
7_1026,1.1215,3.62985,0
7_1027,0.88374,1.25952,0
7_1028,0.87709,1.66311,0
7_1029,0.80555,1.96823,0
7_1030,0.91105,5.37418,0
7_1031,0.91529,5.43473,0
7_1032,0.8933,5.46082,0
7_1033,1.0987,2.44978,0
7_1034,1.0987,2.44978,0
7_1035,0.80308,2.08622,0
7_1036,0.91581,2.33148,0
7_1037,0.90537,6.24475,0
7_1038,0.88069,1.86741,0
7_1039,0.90049,6.01938,0
7_1040,0.8979,0.974071,0
7_1041,0.92389,2.54209,0
7_1042,1.1706,5.40459,0
7_1043,1.0013,1.45961,0
7_1044,1.1706,5.40459,0
7_1045,1.1706,5.40459,0
7_1046,1.1706,5.40459,0
7_1047,1.1706,5.40459,0
7_1048,1.1706,5.40459,0
7_1049,1.1706,5.40459,0
7_1050,1.0013,1.45961,0
7_1051,1.0013,1.45961,0
7_1052,0.96911,0.298041,0
7_1053,1.0013,1.45961,0
7_1054,1.0013,1.45961,0
7_1055,1.1706,5.40459,0
7_1056,1.1706,5.40459,0
7_1057,1.1706,5.40459,0
7_1058,1.1706,5.40459,0
7_1059,0.85395,5.44538,0
7_1060,1.0013,1.45961,0
7_1061,1.0013,1.45961,0
7_1062,0.85395,5.44538,0
7_1063,1.1706,5.40459,0
7_1064,1.0013,1.45961,0
7_1065,1.1706,5.40459,0
7_1066,1.1706,5.40459,0
7_1067,1.1706,5.40459,0
7_1068,1.1706,5.40459,0
7_1069,1.1706,5.40459,0
7_1070,1.1706,5.40459,0
7_1071,1.1706,5.40459,0
7_1072,1.1706,5.40459,0
7_1073,1.1706,5.40459,0
7_1074,1.1706,5.40459,0
7_1075,1.1706,5.40459,0
7_1076,1.1706,5.40459,0
7_1077,0.91972,2.38782,0
7_1078,0.82179,1.61614,0
7_1079,1.0947,2.72247,0
7_1080,1.0947,2.72247,0
7_1081,1.0947,2.72247,0
7_1082,1.0947,2.72247,0
7_1083,0.88374,1.23347,0
7_1084,1.1507,4.64799,0
7_1085,1.1507,4.64799,0
7_1086,0.90411,3.30428,0
7_1087,0.78929,2.40614,0
7_1088,0.87594,5.80651,0
7_1089,0.87594,5.80651,0
7_1090,1.1494,5.06584,0
7_1091,1.1494,5.06584,0
